央视,#genre#
快乐垂钓,http://39.134.19.246:6610/yinhe/2/ch00000090990000002264/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
茶频道,http://39.134.19.246:6610/yinhe/2/ch00000090990000002305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
精彩综艺,http://39.134.19.246:6610/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河

广西地方,#genre#
河池新闻综合,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225844/index.m3u8?$广西cdn
河池教育,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225890/index.m3u8?$广西cdn
玉林公共,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225835/index.m3u8?$广西cdn
玉林新闻综合,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225838/index.m3u8?$广西cdn
北海新闻综合,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225879/index.m3u8?$广西cdn
北海经济科教,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225882/index.m3u8?$广西cdn
广西综艺旅游,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8$杂源
广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8$杂源
广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8$杂源
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8$杂源
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8$杂源
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8$杂源
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8$杂源
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8$杂源

